ID,ApplicationDate_financial,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_demographic,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
A9910,17-02-2021,21687,Employed,35,12,4,385,4,0,0,17,2690,19518,3261.0,0,17-02-2045,56,643,Bachelor,14764,Divorced,Mortgage,38.4,3,Other,28,1585,22779.0,3,14.29,57.0,1807.25,1230.3333333333333,89.38073500253607
A9911,18-02-2021,54851,Employed,20,36,2,290,6,1,1,11,2656,95289,2749.0,0,18-02-2045,42,632,Associate,13083,Single,Other,2.58,1,Home,24,3269,29972.0,5,16.22,67.0,4570.916666666667,363.4166666666667,14.295090335636543
A9912,19-02-2021,60014,Employed,29,36,0,180,6,1,0,1,1198,146088,208961.625,1,19-02-2045,51,556,Master,9181,Widowed,Mortgage,6.69,1,Education,18,346,246742.75,1,20.66,47.0,5001.166666666667,255.02777777777777,8.698525899512335
A9913,20-02-2021,41861,Employed,8,60,0,179,1,0,1,3,996,23943,18021.0,0,20-02-2045,31,502,High School,53725,Married,Rent,11.7,0,Home,24,488,41964.0,6,34.42,61.0,3488.4166666666665,1673.5666666666666,53.10623253147321
A9914,21-02-2021,138459,Unemployed,25,36,0,1135,4,0,0,23,957,66230,8478.0,1,21-02-2045,49,605,Master,43090,Married,Rent,8.01,3,Auto,22,14859,44359.0,2,23.74,37.0,14070.75,1196.9444444444443,16.572993226689725
A9915,22-02-2021,114293,Employed,23,48,0,385,1,0,0,6,4002,11375,106383.0,1,22-02-2045,47,523,Bachelor,14052,Married,Mortgage,8.42,0,Education,28,2875,117758.0,5,24.25,40.0,9524.416666666666,292.75,7.115921360013299
A9916,23-02-2021,85237,Employed,16,72,1,220,2,0,0,7,3460,103860,6828.0,0,23-02-2045,43,533,Bachelor,30928,Single,Own,5.81,1,Debt Consolidation,30,13775,17235.0,5,30.8,53.0,7103.083333333333,429.55555555555554,9.144698507299257
A9917,24-02-2021,105957,Employed,32,72,2,252,2,0,1,22,561,10665,3720.0,1,24-02-2045,55,638,Associate,19920,Single,Other,4.19,3,Education,29,3490,4051.0,9,21.41,42.0,8829.75,276.6666666666667,5.987334484743812
A9918,25-02-2021,35086,Employed,9,60,3,307,4,0,0,4,2090,52673,74217.0,0,25-02-2045,33,479,High School,32477,Married,Mortgage,11.1,0,Auto,23,1631,126890.0,4,32.5,55.0,2923.8333333333335,541.2833333333333,29.012711622869517
A9919,26-02-2021,42309,Employed,18,60,3,778,1,0,0,4,440,2720,34872.0,0,26-02-2045,37,597,Associate,17596,Single,Rent,41.1,0,Debt Consolidation,23,4717,37592.0,2,24.19,59.0,3525.75,293.26666666666665,30.384079037557022
A9920,27-02-2021,124433,Employed,19,48,1,673,2,0,0,12,561,30318,187586.0,1,27-02-2045,41,586,Bachelor,14891,Married,Own,2.85,1,Auto,22,906,217904.0,9,22.85,35.0,10369.416666666666,310.2291666666667,9.482010399170639
A9921,28-02-2021,55025,Employed,5,24,2,242,2,0,0,18,233,10159,68079.0,0,28-02-2045,27,457,Bachelor,21904,Single,Rent,4.84,2,Other,17,3431,78238.0,4,25.52,53.0,4585.416666666667,912.6666666666666,25.181281235801904
A9922,01-03-2021,59704,Employed,22,72,1,992,7,0,0,15,435,27753,1505.0,0,01-03-2045,42,507,Bachelor,32353,Married,Rent,40.7,1,Auto,27,3640,29258.0,4,33.96,53.0,4975.333333333333,449.34722222222223,28.969862432444504
A9923,02-03-2021,99186,Employed,0,48,0,420,5,0,0,26,1868,127447,5353.0,1,02-03-2045,19,538,Doctorate,17832,Married,Mortgage,40.7,1,Home,28,8308,25506.0,6,28.03,44.0,8265.5,371.5,9.575948218498578
A9924,03-03-2021,55979,Employed,30,60,0,576,0,0,0,13,1175,25680,13745.0,1,03-03-2045,52,584,Doctorate,17780,Married,Rent,8.98,3,Other,28,242,39425.0,8,18.46,39.0,4664.916666666667,296.3333333333333,18.699869593954872
A9925,04-03-2021,47753,Employed,19,84,1,526,4,0,0,29,551,12891,32976.0,0,04-03-2045,40,581,Associate,13804,Married,Mortgage,22.7,0,Education,17,2172,45867.0,2,21.11,57.0,3979.4166666666665,164.33333333333334,17.347601197830507
A9926,05-03-2021,16913,Employed,5,60,0,917,2,0,0,2,1141,2820,42455.0,0,05-03-2045,33,532,High School,9586,Married,Own,3.56,1,Other,22,2657,45275.0,5,23.55,62.0,1409.4166666666667,159.76666666666668,76.39803701294862
A9927,06-03-2021,31617,Employed,5,36,0,391,2,0,0,1,2774,8127,16401.0,0,06-03-2045,29,472,Associate,21719,Married,Other,37.4,0,Debt Consolidation,19,21754,24528.0,5,27.79,55.0,2634.75,603.3055555555555,37.7381366564401
A9928,07-03-2021,40239,Employed,10,36,0,665,5,0,0,11,3469,19310,110152.0,1,07-03-2045,37,599,Master,12174,Married,Mortgage,6.37,0,Debt Consolidation,25,2758,129462.0,6,20.18,42.0,3353.25,338.1666666666667,29.916250403837076
A9929,08-03-2021,40080,Unemployed,23,60,0,339,1,0,0,21,789,8300,196727.0,0,08-03-2045,48,575,Associate,16938,Married,Own,3.11,1,Other,19,3015,205027.0,6,23.25,58.0,3340.0,282.3,18.601796407185628
A9930,09-03-2021,82660,Employed,25,60,2,479,5,0,0,14,1668,20507,208961.625,1,09-03-2045,46,640,Associate,5761,Married,Mortgage,3.69,2,Debt Consolidation,30,14903,246742.75,3,17.69,31.0,6888.333333333333,96.01666666666667,8.34768932978466
A9931,10-03-2021,29074,Employed,8,60,0,474,4,1,0,26,1035,5544,9340.0,0,10-03-2045,31,600,Bachelor,13423,Married,Rent,12.3,0,Debt Consolidation,31,512,14884.0,2,24.45,64.0,2422.8333333333335,223.71666666666667,28.797551076563252
A9932,11-03-2021,116651,Employed,7,48,3,509,4,0,0,2,7902,37563,3420.0,1,11-03-2045,29,605,Bachelor,8537,Married,Mortgage,3.44,1,Home,16,25829,40983.0,7,17.11,40.0,9720.916666666666,177.85416666666666,7.065734541495572
A9933,12-03-2021,16959,Employed,25,36,0,481,2,0,0,28,1040,82294,2846.0,0,12-03-2045,47,659,Doctorate,23599,Single,Mortgage,39.8,2,Education,17,7379,69778.0,3,16.51,51.0,1413.25,655.5277777777778,80.41944297030092
A9934,13-03-2021,66571,Employed,10,84,0,190,4,0,0,7,15827,14155,12960.0,0,13-03-2045,31,595,Bachelor,5817,Married,Rent,1.63,0,Auto,25,444,27115.0,4,25.95,56.0,5547.583333333333,69.25,4.6732060506827295
A9935,14-03-2021,108774,Employed,18,60,2,201,4,0,0,3,2258,8575,10610.0,1,14-03-2045,40,589,Doctorate,19006,Single,Other,5.3,1,Home,17,16927,19185.0,6,26.13,45.0,9064.5,316.76666666666665,5.712026771103388
A9936,15-03-2021,65412,Employed,18,12,2,652,3,1,0,7,349,36759,41320.0,0,15-03-2045,41,585,High School,18997,Single,Rent,499.0,1,Auto,28,5055,78079.0,4,19.43,66.0,5451.0,1583.0833333333333,41.003179844676815
A9937,16-03-2021,94197,Employed,20,60,1,701,4,0,0,12,1553,9811,101433.0,1,16-03-2045,43,479,Master,18360,Single,Rent,1.73,0,Debt Consolidation,13,1983,111244.0,6,30.4,40.0,7849.75,306.0,12.828434026561355
A9938,17-03-2021,46621,Employed,27,72,1,876,3,0,0,4,439,208654,7946.0,0,17-03-2045,50,578,Associate,35848,Single,Rent,2.97,1,Debt Consolidation,30,247,26250.0,5,27.63,56.0,3885.0833333333335,497.8888888888889,35.363176823033974
A9939,18-03-2021,95552,Employed,2,60,0,350,5,0,0,14,5480,14186,4425.0,0,18-03-2045,24,541,Master,16346,Divorced,Rent,39.3,2,Auto,31,326,18611.0,1,28.62,49.0,7962.666666666667,272.43333333333334,7.816895512391159
A9940,19-03-2021,27607,Employed,0,72,5,998,6,0,0,11,6043,19421,27163.0,0,19-03-2045,18,579,Master,12554,Married,Rent,38.5,0,Debt Consolidation,19,2042,46584.0,3,25.33,51.0,2300.5833333333335,174.36111111111111,50.95929776264474
A9941,20-03-2021,33893,Employed,11,60,4,305,3,0,0,13,3166,36920,5303.0,0,20-03-2045,33,601,Bachelor,9783,Married,Own,23.3,1,Home,24,3563,34127.0,5,23.12,48.0,2824.4166666666665,163.05,16.571563449679875
A9942,21-03-2021,138459,Employed,36,120,0,229,2,0,0,20,476,220156,7478.0,1,21-03-2045,61,628,Bachelor,19497,Married,Mortgage,388.0,2,Home,15,3462,136572.0,8,25.34,37.0,15653.0,162.475,2.5009582827572987
A9943,22-03-2021,88632,Employed,45,84,0,503,4,0,0,24,190,18715,10264.0,1,22-03-2045,64,697,Doctorate,28819,Divorced,Rent,56.2,0,Debt Consolidation,20,16014,28979.0,5,19.86,40.0,7386.0,343.0833333333333,11.45523061648163
A9944,23-03-2021,97746,Self-Employed,37,36,2,864,2,0,0,26,203,9852,21553.0,0,23-03-2045,61,609,Associate,53725,Married,Mortgage,26.0,1,Auto,24,2450,31405.0,6,25.33,51.0,8145.5,1822.8333333333333,32.985493012501784
A9945,24-03-2021,75896,Self-Employed,14,24,0,186,3,0,0,20,428,27292,208961.625,0,24-03-2045,37,526,Bachelor,40987,Divorced,Rent,2.97,1,Home,16,4517,246742.75,4,24.23,47.0,6324.666666666667,1707.7916666666667,29.9429482449668
A9946,25-03-2021,75393,Unemployed,0,48,3,519,4,0,1,6,1411,125108,9933.0,0,25-03-2045,18,553,Master,33748,Married,Rent,36.7,1,Other,23,1411,57363.0,6,29.67,61.0,6282.75,703.0833333333334,19.451407955645752
A9947,26-03-2021,15000,Employed,0,48,4,175,3,0,0,4,1513,200305,4366.0,0,26-03-2045,18,585,Bachelor,17728,Widowed,Other,2.8,2,Home,20,1724,38586.0,5,22.57,55.0,1250.0,369.3333333333333,43.54666666666666
A9948,27-03-2021,61203,Self-Employed,9,24,2,212,1,0,0,13,210,13660,8679.0,1,27-03-2045,32,611,Master,19904,Single,Mortgage,5.61,1,Home,24,9210,11742.0,3,18.11,42.0,5100.25,829.3333333333334,20.41729980556509
A9949,28-03-2021,47915,Employed,13,24,0,667,1,0,0,21,1170,8444,13369.0,0,28-03-2045,37,628,Bachelor,53725,Married,Mortgage,4.42,0,Education,22,20643,21813.0,7,18.6,57.0,3992.9166666666665,2981.7083333333335,91.37952624439112
A9950,29-03-2021,111521,Self-Employed,36,12,4,510,3,0,0,5,2547,29542,9969.0,0,29-03-2045,55,664,Bachelor,39969,Married,Other,39.9,1,Auto,20,7779,13000.0,8,17.27,48.0,9293.416666666666,3330.75,41.32764232745402
A9951,30-03-2021,24294,Employed,26,12,3,1565,2,0,0,12,335,69919,3615.0,0,30-03-2045,50,548,High School,28033,Married,Rent,5.67,0,Education,21,1640,70901.0,11,23.97,53.0,2024.5,2336.0833333333335,192.69366921873714
A9952,31-03-2021,100764,Employed,20,60,0,299,0,0,0,10,991,25564,40850.0,1,31-03-2045,42,630,Associate,13615,Married,Mortgage,20.3,4,Auto,24,4860,66414.0,1,17.63,38.0,8397.0,226.91666666666666,6.263149537533246
A9953,01-04-2021,19955,Employed,4,36,3,224,1,0,0,11,243,17538,33253.0,0,01-04-2045,29,503,Bachelor,10364,Married,Other,4.58,2,Home,25,1270,50791.0,4,21.8,59.0,1662.9166666666667,287.8888888888889,30.78259417021632
A9954,02-04-2021,40643,Employed,9,12,0,322,2,0,0,25,1847,25499,9079.0,0,02-04-2045,28,632,Associate,14662,Married,Mortgage,2.92,0,Auto,25,2210,20032.0,5,14.43,51.0,3386.9166666666665,1221.8333333333333,45.58226508869916
A9955,03-04-2021,18968,Employed,16,36,2,693,5,0,0,9,2154,46830,84568.0,0,03-04-2045,43,626,Associate,22558,Single,Mortgage,2.77,2,Home,20,8415,131398.0,5,18.61,51.0,1580.6666666666667,626.6111111111111,83.48446506396736
A9956,04-04-2021,35962,Employed,27,96,2,499,6,0,0,4,2567,31999,22758.0,0,04-04-2045,48,510,Doctorate,13687,Married,Rent,4.46,2,Other,17,4820,54757.0,9,27.69,55.0,2996.8333333333335,142.57291666666666,21.408361603915242
A9957,05-04-2021,52455,Employed,19,96,5,482,1,0,0,6,536,8245,208961.625,0,05-04-2045,44,597,Bachelor,21014,Married,Other,27.0,1,Home,23,10315,246742.75,7,28.02,48.0,4371.25,218.89583333333334,16.03421980745401
A9958,06-04-2021,72843,Employed,5,36,0,394,1,0,0,1,1173,10309,1569.0,0,06-04-2045,27,455,High School,18834,Married,Mortgage,3.84,1,Home,29,5075,11878.0,10,24.31,58.0,6070.25,523.1666666666666,15.10920747360762
A9959,07-04-2021,51496,Employed,26,60,2,889,2,0,0,4,778,28312,208961.625,0,07-04-2045,47,642,Associate,17433,Single,Mortgage,7.68,0,Other,26,1690,246742.75,6,22.91,51.0,4291.333333333333,290.55,27.486795090880847
A9960,08-04-2021,25569,Employed,22,48,3,416,1,0,0,9,1713,3095,36748.0,0,08-04-2045,45,643,Bachelor,35832,Single,Mortgage,504.0,1,Education,31,6578,39843.0,6,24.41,53.0,2130.75,746.5,54.55825413586765
A9961,09-04-2021,15000,Employed,2,36,2,536,2,0,0,16,751,29017,7100.0,0,09-04-2045,27,603,Doctorate,22593,Married,Mortgage,16.7,1,Debt Consolidation,22,1168,29769.0,2,22.1,50.0,1250.0,627.5833333333334,93.08666666666667
A9962,10-04-2021,71906,Unemployed,11,60,0,421,0,0,0,1,2848,12438,2245.0,0,10-04-2045,30,546,Bachelor,33411,Married,Rent,37.5,2,Education,28,1689,14683.0,4,29.61,63.0,5992.166666666667,556.85,16.318805106667035
A9963,11-04-2021,38723,Employed,24,48,3,817,3,0,0,11,220,39899,4047.0,0,11-04-2045,48,559,Bachelor,28364,Single,Rent,4.0,0,Education,25,4851,38328.0,9,25.36,58.0,3226.9166666666665,590.9166666666666,43.63040053714846
A9964,12-04-2021,33926,Employed,15,48,1,363,2,0,0,24,2630,61779,10182.0,0,12-04-2045,37,561,Associate,16792,Married,Rent,5.53,0,Education,27,10991,23402.0,6,22.72,56.0,2827.1666666666665,349.8333333333333,25.21370040676767
A9965,13-04-2021,124902,Employed,35,48,1,229,2,0,0,17,498,10716,208961.625,1,13-04-2045,59,583,Master,16846,Divorced,Other,7.34,1,Home,19,3789,246742.75,0,26.44,35.0,10408.5,350.9583333333333,5.571968423243823
A9966,14-04-2021,52030,Self-Employed,23,84,0,494,2,0,0,29,1130,11155,118097.0,0,14-04-2045,46,628,Bachelor,37136,Married,Rent,1.28,1,Home,18,16891,129252.0,9,22.37,47.0,4335.833333333333,442.0952380952381,21.589742181708356
A9967,15-04-2021,42396,Employed,13,36,2,258,3,0,1,22,1214,142121,6322.0,0,15-04-2045,34,571,Associate,40191,Single,Rent,2.76,1,Auto,27,7738,92854.0,3,20.94,57.0,3533.0,1116.4166666666667,38.90225492971035
A9968,16-04-2021,48010,Employed,19,72,2,356,6,0,0,12,602,5963,19074.0,0,16-04-2045,39,536,Associate,35139,Married,Other,9.17,1,Debt Consolidation,26,2182,25037.0,8,29.4,58.0,4000.8333333333335,488.0416666666667,21.096646531972507
A9969,17-04-2021,122377,Employed,16,48,2,332,3,0,1,1,1507,22442,3504.0,0,17-04-2045,40,616,High School,31705,Single,Other,19.7,0,Auto,31,24439,25946.0,7,23.31,56.0,10198.083333333334,660.5208333333334,9.732425210619644
A9970,18-04-2021,75630,Employed,7,36,0,361,4,0,0,18,1386,8329,39651.0,1,18-04-2045,31,602,Doctorate,18821,Married,Rent,1.28,0,Home,23,2440,47980.0,5,21.56,40.0,6302.5,522.8055555555555,14.023094891797786
A9971,19-04-2021,15000,Self-Employed,5,24,0,303,3,0,0,22,900,8852,24427.0,0,19-04-2045,29,582,Bachelor,19814,Single,Rent,6.9,0,Home,37,1998,33279.0,0,16.71,63.0,1250.0,825.5833333333334,90.28666666666668
A9972,20-04-2021,32622,Employed,25,36,1,188,3,0,0,2,892,46439,10251.0,0,20-04-2045,48,637,Associate,14557,Married,Mortgage,17.6,0,Debt Consolidation,25,514,17269.0,2,16.82,51.0,2718.5,404.3611111111111,21.789998569472544
A9973,21-04-2021,45604,Employed,26,36,4,320,2,0,0,3,817,7199,167904.0,0,21-04-2045,50,655,High School,53725,Single,Rent,46.0,3,Auto,17,827,175103.0,6,19.66,49.0,3800.3333333333335,1585.388888888889,50.137414846650884
A9974,22-04-2021,85092,Unemployed,22,36,3,334,3,0,0,28,1068,175125,9663.0,1,22-04-2045,47,526,High School,29675,Single,Rent,29.3,1,Auto,21,5437,30562.0,7,22.89,46.0,7091.0,824.3055555555555,16.33486892618186
A9975,23-04-2021,21820,Employed,39,36,2,336,4,0,1,12,66,29892,4004.0,0,23-04-2045,58,609,Associate,38990,Married,Own,2.53,0,Auto,23,631,33896.0,6,25.73,55.0,1818.3333333333333,1083.0555555555557,78.04155209288116
A9976,24-04-2021,49458,Self-Employed,15,84,1,369,1,0,0,15,895,16071,5094.0,0,24-04-2045,33,556,Associate,23534,Married,Rent,3.22,0,Other,30,935,21165.0,8,24.56,57.0,4121.5,280.1666666666667,15.750737999919124
A9977,25-04-2021,48399,Employed,34,60,0,444,3,0,0,23,581,164356,1641.0,0,25-04-2045,60,615,Associate,9603,Widowed,Other,19.4,0,Home,27,730,71622.0,4,22.59,47.0,4033.25,160.05,14.976755718093347
A9978,26-04-2021,102806,Employed,9,120,2,116,4,0,0,18,523,16828,191169.0,0,26-04-2045,29,533,Master,12096,Single,Other,27.8,0,Other,23,680,207997.0,5,35.87,44.0,8567.166666666666,100.8,2.5305915997120794
A9979,27-04-2021,32739,Self-Employed,7,24,0,355,1,0,0,21,507,50692,135564.0,1,27-04-2045,27,584,Doctorate,8885,Married,Mortgage,15.5,0,Other,37,758,186256.0,3,21.17,40.0,2728.25,370.2083333333333,26.581447203640916
A9980,28-04-2021,38945,Employed,0,60,3,374,2,0,0,8,5712,5824,23633.0,0,28-04-2045,18,570,Associate,18297,Married,Mortgage,34.2,0,Home,28,5708,29457.0,3,21.91,54.0,3245.4166666666665,304.95,20.92027217871357
A9981,29-04-2021,97371,Employed,15,84,0,443,3,0,0,12,1116,101978,4249.0,0,29-04-2045,34,546,High School,26423,Single,Own,27.6,1,Home,23,704,48065.0,10,28.46,51.0,8114.25,314.5595238095238,9.336161984281034
A9982,30-04-2021,69893,Employed,11,24,1,409,1,0,0,24,564,26754,146065.0,1,30-04-2045,33,606,Bachelor,30648,Married,Mortgage,30.6,3,Debt Consolidation,20,5785,172819.0,5,17.27,36.0,5824.416666666667,1277.0,28.947104860286437
A9983,01-05-2021,70908,Self-Employed,25,84,1,298,2,0,0,8,1172,14912,30782.0,1,01-05-2045,46,629,Associate,16481,Divorced,Mortgage,3.08,1,Home,24,10509,45694.0,3,19.96,42.0,5909.0,196.20238095238096,8.363553578479962
A9984,02-05-2021,35129,Employed,20,36,2,725,5,0,1,15,2244,2394,51000.0,0,02-05-2045,42,563,High School,15418,Single,Mortgage,8.21,1,Home,20,3949,53394.0,5,25.06,54.0,2927.4166666666665,428.27777777777777,39.39575089906725
A9985,03-05-2021,42448,Employed,2,60,2,587,2,0,0,17,1341,20500,4493.0,0,03-05-2045,25,544,High School,40725,Married,Own,42.7,1,Debt Consolidation,25,2860,18658.0,5,28.59,60.0,3537.3333333333335,678.75,35.78260459856766
A9986,04-05-2021,45271,Employed,13,60,5,1109,3,0,0,12,626,25827,82670.0,0,04-05-2045,35,616,High School,40099,Married,Own,14.9,0,Home,17,1979,108497.0,5,22.24,49.0,3772.5833333333335,668.3166666666667,47.11139581630624
A9987,05-05-2021,70444,Employed,13,48,0,694,6,0,0,13,1635,18731,2050.0,0,05-05-2045,35,400,High School,31216,Single,Own,25.0,0,Auto,23,725,20781.0,10,28.77,50.0,5870.333333333333,650.3333333333334,22.90045993981035
A9988,06-05-2021,62810,Employed,0,36,0,670,3,0,0,23,843,15964,55877.0,0,06-05-2045,18,553,Master,8267,Divorced,Rent,11.0,0,Home,31,7732,71841.0,2,24.68,47.0,5234.166666666667,229.63888888888889,17.187815103752055
A9989,07-05-2021,30506,Unemployed,3,36,2,1036,8,0,0,22,688,4419,21417.0,0,07-05-2045,28,584,Associate,34010,Married,Rent,26.7,0,Education,27,2419,25836.0,5,23.87,54.0,2542.1666666666665,944.7222222222222,77.91472715749907
A9990,08-05-2021,103853,Employed,4,36,1,495,4,0,0,13,523,10957,78376.0,1,08-05-2045,30,571,High School,37137,Married,Mortgage,33.9,1,Debt Consolidation,16,41329,89333.0,7,19.62,44.0,8654.416666666666,1031.5833333333333,17.639355627666028
A9991,09-05-2021,99168,Employed,35,48,5,219,3,0,0,6,1902,70638,10078.0,0,09-05-2045,57,610,High School,12686,Divorced,Mortgage,11.5,2,Auto,27,2132,40579.0,4,24.32,51.0,8264.0,264.2916666666667,5.84815666343982
A9992,10-05-2021,28029,Employed,16,60,0,471,0,0,0,7,811,8470,175039.0,0,10-05-2045,42,604,Associate,28381,Divorced,Rent,347.0,0,Home,26,2920,183509.0,3,23.76,46.0,2335.75,473.01666666666665,40.415997716650615
A9993,11-05-2021,38414,Employed,23,24,4,280,1,0,0,9,709,44005,208961.625,1,11-05-2045,47,641,Bachelor,12922,Married,Rent,21.0,1,Other,19,629,246742.75,4,16.1,37.0,3201.1666666666665,538.4166666666666,25.566199822981204
A9994,12-05-2021,39173,Employed,2,24,3,257,2,0,0,25,2748,17830,10564.0,0,12-05-2045,22,611,Bachelor,13795,Single,Mortgage,7.32,2,Home,24,1683,28394.0,6,19.48,56.0,3264.4166666666665,574.7916666666666,25.480560590202433
A9995,13-05-2021,80380,Employed,34,84,0,220,1,0,0,3,152,7245,208961.625,0,13-05-2045,54,613,Associate,53725,Married,Rent,36.1,1,Education,18,814,246742.75,1,24.64,45.0,6698.333333333333,662.0833333333334,13.168698681263997
A9996,14-05-2021,45309,Employed,34,60,5,656,3,0,1,7,1151,25943,208961.625,0,14-05-2045,55,684,Doctorate,40021,Married,Mortgage,26.8,1,Debt Consolidation,29,525,246742.75,2,20.03,46.0,3775.75,667.0166666666667,35.03983755986669
A9997,15-05-2021,26164,Self-Employed,0,24,0,269,3,0,0,14,2146,41283,77147.0,0,15-05-2045,18,564,Bachelor,40761,Widowed,Mortgage,40.3,2,Debt Consolidation,27,2990,118430.0,8,25.12,54.0,2180.3333333333335,1698.375,90.23276257452989
A9998,16-05-2021,79699,Employed,10,60,2,344,3,0,0,18,286,37541,37926.0,1,16-05-2045,31,559,Master,17322,Married,Mortgage,19.0,2,Home,25,14863,75467.0,6,26.21,40.0,6641.583333333333,288.7,9.526342865029676
A9999,17-05-2021,65378,Employed,26,60,0,481,3,1,1,4,896,15816,91425.0,0,17-05-2045,45,605,Associate,18955,Single,Mortgage,3.74,1,Debt Consolidation,32,2949,107241.0,2,24.5,71.0,5448.166666666667,315.9166666666667,14.627244638869344
B001,18-05-2021,15000,Employed,25,24,1,454,1,0,0,23,1168,14706,23169.0,0,18-05-2045,47,537,Associate,34370,Single,Mortgage,13.2,2,Home,33,2221,37875.0,5,26.17,51.0,1250.0,1432.0833333333333,150.88666666666666
B002,19-05-2021,84537,Employed,12,24,0,354,3,0,0,7,605,10036,156750.0,1,19-05-2045,31,428,Bachelor,20611,Single,Rent,20.4,1,Auto,21,5619,166786.0,5,25.07,38.0,7044.75,858.7916666666666,17.21553875817689
B003,20-05-2021,21208,Unemployed,16,72,3,322,5,0,0,2,1673,144653,1323.0,0,20-05-2045,36,513,Associate,18209,Married,Other,40.2,2,Debt Consolidation,25,12395,31107.0,6,26.93,60.0,1767.3333333333333,252.90277777777777,32.52939142461965
B004,21-05-2021,28894,Employed,11,36,0,799,5,0,0,6,2069,43334,1648.0,0,21-05-2045,32,515,High School,31147,Divorced,Rent,9.48,2,Debt Consolidation,16,1919,31590.0,4,23.14,53.0,2407.8333333333335,865.1944444444445,69.11584873445467
B005,22-05-2021,46238,Employed,18,96,0,257,7,0,1,22,279,9316,57633.0,0,22-05-2045,41,613,Doctorate,33257,Married,Mortgage,24.1,1,Auto,31,6494,66949.0,5,26.48,56.0,3853.1666666666665,346.4270833333333,15.660549764263159
B006,23-05-2021,45662,Employed,29,72,1,649,5,0,0,19,631,49567,108929.0,0,23-05-2045,54,628,Master,11410,Single,Rent,44.2,0,Auto,12,18391,158496.0,2,20.81,45.0,3805.1666666666665,158.47222222222223,21.220416684916707
B007,24-05-2021,30191,Employed,6,72,1,478,4,0,0,26,1667,50791,6647.0,0,24-05-2045,30,585,High School,13779,Married,Rent,19.2,1,Home,32,1154,38644.0,7,24.32,51.0,2515.9166666666665,191.375,26.605610943658707
B008,25-05-2021,32399,Employed,32,36,4,488,3,1,0,29,2709,9219,15766.0,0,25-05-2045,52,632,Master,29591,Married,Mortgage,4.39,0,Education,19,6781,24985.0,8,23.18,61.0,2699.9166666666665,821.9722222222222,48.518987211539454
B009,26-05-2021,57130,Employed,8,108,4,573,6,0,0,23,1293,12738,75648.0,0,26-05-2045,30,601,Bachelor,13502,Married,Rent,5.41,1,Auto,18,11724,88386.0,4,27.7,54.0,4760.833333333333,125.01851851851852,14.661687768636833
B010,27-05-2021,15818,Employed,6,60,2,379,2,0,0,25,2081,7330,4586.0,0,27-05-2045,29,593,High School,16538,Widowed,Rent,21.9,2,Home,26,9835,11916.0,2,24.72,60.0,1318.1666666666667,275.6333333333333,49.66240991275762
B011,28-05-2021,36007,Employed,27,36,2,463,4,0,1,13,675,10486,38796.0,0,28-05-2045,49,631,Associate,29751,Married,Mortgage,3.33,0,Home,23,1269,49282.0,0,20.54,62.0,3000.5833333333335,826.4166666666666,42.972199850029156
B012,29-05-2021,73998,Employed,29,72,3,250,2,0,0,10,276,56832,208961.625,1,29-05-2045,51,600,High School,20486,Married,Rent,2.26,0,Auto,25,4865,246742.75,2,24.99,32.0,6166.5,284.52777777777777,8.668252295107076
B013,30-05-2021,59027,Employed,31,60,0,334,1,0,0,22,8669,13749,18801.0,0,30-05-2045,50,607,High School,44772,Divorced,Rent,24.2,0,Home,28,5086,32550.0,1,19.91,49.0,4918.916666666667,746.2,21.960119945109863
B014,31-05-2021,30657,Employed,4,48,0,503,5,0,0,13,7111,108838,7743.0,0,31-05-2045,24,567,High School,7106,Single,Rent,2.12,0,Home,26,9312,56024.0,3,22.59,57.0,2554.75,148.04166666666666,25.483576344717356
B015,01-06-2021,15000,Unemployed,12,60,2,791,1,0,0,29,1470,441411,8654.0,0,01-06-2045,34,609,Associate,17903,Married,Mortgage,18.9,2,Debt Consolidation,30,2842,61347.0,5,22.47,51.0,1250.0,298.3833333333333,87.15066666666665
B016,02-06-2021,26392,Employed,31,96,2,468,3,0,0,27,2982,13742,208961.625,0,02-06-2045,49,645,Associate,22709,Single,Mortgage,918.0,0,Auto,28,5541,246742.75,5,25.43,48.0,2199.3333333333335,236.55208333333334,32.03480221279176
B017,03-06-2021,15000,Employed,16,96,2,358,4,0,0,16,973,23269,10572.0,0,03-06-2045,40,583,High School,22047,Single,Rent,25.4,0,Auto,21,9226,15261.0,3,22.56,51.0,1250.0,229.65625,47.0125
B018,04-06-2021,49874,Unemployed,7,60,0,397,1,0,0,29,1649,13931,47426.0,0,04-06-2045,27,565,Associate,12547,Single,Mortgage,22.9,1,Debt Consolidation,23,2713,61357.0,4,20.8,54.0,4156.166666666667,209.11666666666667,14.583550547379394
